9110 23683
5007 5006 109.27
5007 5193 106.11
5008 3562 105.45
5009 578 87.11
5009 5488 80.79
5009 1759 175.23
5009 5487 71.21
5010 578 137.56
5010 6033 245.75
5010 577 153.67
5011 5012 118.04
5011 570 79.74
5011 6022 70.45
5012 5013 135.29
5012 5011 118.04
5012 571 113.81
5012 6303 73.18
5013 5012 135.29
5013 6048 81.81
5014 572 122.14
5014 4959 133.12
5014 6199 80.57
5014 7483 311.59
5015 919 141.45
5015 3531 178.89
5015 840 80.74
5016 2087 96.68
5016 4071 198.75
5017 2907 80.74
5017 2903 134.76
5017 5920 101.52
5018 4293 167.24
5018 3421 142.90
5018 4514 54.42
5019 3886 191.81
5019 4556 366.56
5019 7621 106.15
5020 5167 22.98
5020 5021 106.00
5020 5168 162.03
5021 5020 106.00
5022 5023 43.41
5022 3247 51.45
5022 6075 130.90
5023 6996 5.85
5023 5022 43.41
5023 6606 79.19
5024 6996 142.99
5024 1667 203.42
5024 7061 830.26
5025 8792 41.83
5025 1409 106.04
5025 3375 213.33
5026 5026 0.00
5026 5026 0.00
5026 5027 50.59
5027 5026 50.59
5027 7662 106.11
5027 5438 101.69
5028 385 94.15
5028 3967 41.25
5028 1855 110.30
5028 5588 61.06
5029 3967 40.06
5029 4951 48.78
5030 6276 58.92
5030 5031 89.56
5031 7131 590.18
5031 6580 40.97
5031 3919 212.35
5032 1170 51.30
5032 8227 196.44
5032 3029 196.63
5033 3550 77.65
5033 5351 127.78
5033 1224 138.51
5033 2378 263.65
5034 1224 172.43
5034 1227 386.56
5034 1223 189.31
5035 1130 183.30
5036 1130 50.59
5037 8771 114.28
5037 4552 96.32
5037 3969 103.88
5038 8596 101.29
5038 4107 202.54
5038 6736 83.32
5038 3972 104.35
5039 5040 96.51
5040 4978 152.15
5040 5039 96.51
5040 4629 73.94
5041 7408 89.70
5041 2504 96.83
5041 4978 370.05
5042 1504 59.00
5043 1624 103.37
5043 8084 140.85
5043 5513 104.44
5044 5133 115.15
5044 5133 115.15
5044 5672 54.63
5045 579 26.02
5045 1155 188.13
5045 4297 98.99
5046 287 93.85
5047 5048 43.97
5047 5265 63.01
5048 4621 108.16
5048 106 112.06
5048 6259 146.40
5049 5339 99.55
5049 5338 146.53
5049 5050 107.89
5049 4621 108.26
5050 5639 43.92
5050 6260 146.09
5050 5049 107.89
5051 1398 93.53
5051 6574 141.52
5051 7923 8.28
5052 6065 94.40
5052 5102 279.10
5052 5053 185.91
5053 4609 108.99
5053 5054 89.68
5053 5052 185.91
5054 2150 165.22
5054 4607 107.87
5054 5053 89.68
5055 4331 73.60
5055 4340 130.55
5055 1656 82.80
5055 4409 61.71
5056 5057 132.96
5057 1058 102.06
5057 5056 132.96
5057 3913 46.03
5057 6278 183.92
5058 1337 122.69
5059 9087 70.49
5060 7818 216.22
5060 2446 98.56
5061 1707 80.73
5061 1456 64.62
5061 6219 269.08
5062 1975 409.13
5062 7743 185.97
5063 1090 251.62
5063 4131 111.25
5063 6330 93.09
5064 6644 16.23
5064 5065 102.56
5064 664 91.74
5065 6552 79.01
5065 5064 102.56
5065 5066 98.25
5065 4752 94.03
5066 4753 95.83
5066 5067 75.37
5066 6548 153.52
5066 5065 98.25
5067 5068 73.15
5067 2310 196.38
5067 5066 75.37
5068 5067 73.15
5068 2311 196.80
5068 5069 78.85
5069 4098 116.59
5069 6198 251.86
5069 6190 226.71
5069 6191 266.15
5069 5068 78.85
5070 5071 160.35
5070 4102 99.12
5070 5098 325.52
5071 5072 150.46
5071 5070 160.35
5071 2315 103.66
5072 5071 150.46
5072 6542 171.48
5072 2316 99.85
5073 287 239.78
5073 6831 240.68
5073 4368 165.00
5073 8606 55.98
5074 3800 81.25
5075 4674 88.67
5076 3768 198.75
5076 1838 190.01
5076 6155 72.16
5076 4465 77.81
5077 8352 190.00
5077 4466 88.31
5077 1027 113.44
5078 7886 83.62
5078 5079 81.17
5078 68 186.03
5079 8083 25.76
5079 8082 25.30
5079 3379 132.03
5079 5078 81.17
5080 2323 115.10
5080 4471 27.47
5080 803 257.97
5081 491 117.37
5081 2506 69.55
5081 4981 85.52
5082 3960 56.30
5082 2825 58.09
5082 1902 96.65
5082 2506 67.33
5083 5084 68.77
5083 7469 73.86
5083 4561 377.71
5084 4678 145.54
5084 5083 68.77
5084 2724 76.14
5085 2596 154.28
5085 5086 89.58
5085 4678 83.53
5086 4870 26.75
5086 5433 55.04
5086 5085 89.58
5087 5088 99.97
5088 5089 102.74
5088 5087 99.97
5088 6234 165.81
5088 2812 159.46
5089 5090 101.39
5089 5088 102.74
5089 2813 161.83
5089 6318 162.81
5090 5089 101.39
5090 5767 162.31
5090 4743 85.46
5091 6845 24.97
5091 6841 70.25
5091 6846 107.91
5092 2520 64.29
5092 627 126.74
5092 2522 193.81
5092 2477 106.50
5093 5094 51.03
5093 4643 38.24
5093 3420 173.28
5094 2883 24.14
5094 5093 51.03
5094 405 309.36
5094 5236 88.94
5095 5096 190.86
5095 5379 21.36
5095 3869 101.46
5096 1304 13.58
5097 5099 11.55
5097 7537 181.93
5097 6040 47.08
5098 6659 319.50
5098 5070 325.52
5098 192 109.73
5098 7553 241.02
5099 5097 11.55
5099 963 87.48
5099 6041 32.05
5100 5618 17.16
5100 6088 90.19
5101 4121 37.66
5101 5546 224.41
5102 5052 279.10
5102 998 92.18
5102 4610 78.30
5102 997 92.80
5103 2982 242.87
5103 458 344.26
5103 5104 90.63
5104 456 257.23
5104 5103 90.63
5104 3283 141.77
5105 4949 130.09
5105 383 94.39
5105 5588 92.03
5105 4304 91.54
5106 4949 108.83
5106 4306 91.53
5107 6715 92.77
5108 1351 50.29
5108 5107 212.20
5108 5906 91.37
5109 370 56.20
5109 1907 72.71
5110 7869 68.19
5110 4749 142.78
5110 6059 88.64
5111 5112 164.68
5111 7870 38.12
5111 7870 38.12
5112 5113 41.53
5112 5113 41.53
5112 5111 164.68
5113 5112 41.53
5113 5112 41.53
5113 4750 178.99
5114 5115 66.54
5114 2639 74.51
5114 7749 284.85
5115 5114 66.54
5116 4838 39.93
5116 7750 78.18
5117 260 59.99
5117 4569 178.85
5117 5118 145.92
5118 6228 40.11
5118 5119 148.64
5118 5117 145.92
5119 5306 136.05
5119 525 51.60
5119 5118 148.64
5120 6879 75.96
5120 5121 89.93
5120 525 46.52
5121 5122 48.25
5121 5120 89.93
5121 6466 80.83
5122 5121 48.25
5123 3849 111.38
5123 652 294.75
5123 2939 269.48
5124 1192 50.64
5124 3014 108.56
5124 2937 90.29
5125 8738 101.30
5125 6641 138.21
5125 6149 71.27
5126 5697 75.98
5126 1767 77.39
5126 5924 317.66
5127 214 84.33
5127 1767 68.99
5127 5698 72.45
5128 5699 75.48
5128 4083 119.39
5128 4083 119.39
5129 945 62.39
5130 6708 72.60
5130 7328 334.26
5130 5131 38.24
5131 3915 41.04
5131 5130 38.24
5131 5132 307.11
5132 6134 68.10
5132 5131 307.11
5133 7552 46.05
5133 5044 115.15
5133 5044 115.15
5134 6529 116.64
5134 1133 293.44
5134 3563 127.01
5135 5136 84.52
5135 288 83.98
5135 6085 292.72
5136 5135 84.52
5136 4453 88.32
5136 7426 124.01
5137 2289 109.48
5137 3939 123.34
5137 390 74.68
5138 6165 201.16
5138 314 77.11
5138 4357 74.10
5139 5154 76.45
5139 314 77.22
5139 5155 186.72
5139 3781 80.30
5140 5201 136.39
5140 3408 74.96
5140 3781 45.53
5141 5202 136.74
5141 4021 309.19
5141 2456 84.10
5141 3408 96.96
5142 5203 136.53
5142 3937 164.47
5142 3157 83.81
5142 4996 82.66
5143 6872 531.90
5143 4992 88.07
5143 2427 132.86
5144 5143 252.88
5144 4993 86.71
5144 2428 114.59
5145 5144 407.04
5145 6957 59.61
5145 1489 141.29
5145 2429 106.72
5146 2682 92.67
5147 2682 43.40
5147 5180 51.18
5147 1592 52.49
5147 2376 95.55
5148 5149 77.08
5148 6236 176.62
5148 4420 84.10
5149 5633 12.40
5149 5632 88.60
5149 5148 77.08
5150 5151 240.14
5150 356 82.09
5150 6180 88.53
5151 4015 83.30
5151 5150 240.14
5151 6181 91.31
5151 360 84.40
5152 6164 65.86
5152 4015 237.06
5152 363 98.84
5153 2802 96.28
5153 6109 332.44
5154 5139 76.45
5154 4356 230.92
5154 3934 72.72
5155 315 74.32
5155 5139 186.72
5155 3783 39.68
5156 6736 287.37
5156 5157 84.34
5156 8771 83.36
5157 5646 286.16
5157 8107 185.15
5157 5156 84.34
5158 966 120.85
5158 6637 94.40
5158 5159 105.97
5159 6650 92.23
5159 5158 105.97
5159 1446 112.04
5159 8873 198.48
5160 8873 20.21
5160 6961 50.36
5161 4144 128.61
5161 1314 189.82
5161 7998 375.28
5162 4654 245.17
5162 5163 77.40
5162 4144 107.92
5163 4655 230.73
5163 281 75.83
5163 5162 77.40
5164 281 41.68
5164 6551 227.54
5164 5165 231.02
5165 6559 48.28
5165 5164 231.02
5165 4656 209.19
5165 4511 222.25
5166 6737 116.32
5166 7778 83.02
5166 5167 117.67
5167 5020 22.98
5167 6717 54.56
5167 5166 117.67
5168 5476 96.89
5168 5020 162.03
5168 4695 123.13
5169 6545 102.79
5169 4876 119.93
5169 461 234.59
5169 4026 93.36
5170 4026 93.77
5170 4272 188.43
5170 4877 123.62
5170 3263 292.38
5171 1494 47.59
5171 5174 357.27
5172 8699 283.47
5172 8698 123.56
5173 6955 84.68
5173 8690 39.80
5173 274 53.65
5173 8689 31.48
5174 5171 357.27
5174 1493 330.66
5174 2433 235.69
5175 5392 122.75
5175 3031 183.10
5175 4714 92.90
5176 7499 158.10
5176 5392 152.38
5176 5315 109.62
5177 197 118.36
5178 5179 114.70
5178 1590 109.40
5178 6687 51.69
5179 2681 56.18
5179 5178 114.70
5179 5719 88.39
5180 2681 46.45
5180 5147 51.18
5180 2377 96.98
5181 3976 137.44
5182 3958 98.01
5182 5183 180.64
5182 7967 175.97
5182 454 120.39
5183 457 120.36
5183 5182 180.64
5183 3959 82.78
5183 2652 293.72
5184 1278 87.12
5184 6224 49.80
5184 140 99.68
5185 5186 167.04
5186 6412 51.50
5186 2570 53.15
5186 5185 167.04
5187 5188 79.02
5187 5001 92.89
5187 6262 79.28
5187 1137 25.82
5188 5187 79.02
5188 6955 27.78
5188 5189 51.70
5189 632 259.29
5189 5188 51.70
5189 6955 47.57
5190 5191 64.47
5190 2517 72.73
5190 5005 82.41
5191 5192 97.97
5191 5190 64.47
5191 6010 79.51
5192 5191 97.97
5192 6366 79.29
5192 5006 79.93
5192 1525 170.61
5193 5007 106.11
5193 5194 69.66
5193 1525 32.58
5194 6637 78.75
5194 6008 327.87
5194 5195 69.87
5194 5193 69.66
5195 6009 324.44
5195 2891 162.05
5195 5194 69.87
5196 8826 849.20
5196 8296 84.40
5196 8297 79.15
5197 5912 112.50
5197 2755 176.99
5197 2482 72.88
5198 4441 107.44
5198 3876 123.37
5198 5199 52.49
5199 5469 229.34
5199 4300 67.23
5199 5198 52.49
5200 6400 74.86
5200 5000 87.19
5200 1137 70.19
5200 3638 70.21
5201 3409 73.79
5201 8244 8.04
5201 5140 136.39
5202 2457 84.52
5202 3409 97.89
5202 2390 130.57
5202 5141 136.74
5203 5142 136.53
5203 4997 82.21
5203 6348 50.19
5204 3243 53.03
5204 730 54.93
5205 2037 150.94
5205 7575 87.73
5205 6532 107.15
5206 5207 98.39
5206 2037 155.66
5206 3198 86.34
5206 6214 89.06
5207 5208 127.14
5207 5206 98.39
5207 6511 92.89
5207 3199 83.16
5208 5207 127.14
5208 7562 74.40
5208 6113 92.03
5209 5210 391.14
5209 135 37.56
5209 3101 419.05
5210 5209 391.14
5210 6280 61.77
5210 3101 62.55
5211 5425 133.81
5211 6186 141.21
5212 7740 48.75
5212 7837 62.62
5212 5543 197.90
5213 5214 69.09
5214 877 80.79
5214 5215 213.73
5214 5213 69.09
5215 111 71.76
5215 6442 183.47
5215 5214 213.73
5216 51 127.92
5216 6827 37.51
5216 6655 44.89
5217 6257 50.78
5217 5218 49.17
5217 6258 101.30
5218 6653 52.39
5218 1153 266.95
5218 5217 49.17
5219 130 95.39
5219 1153 208.58
5219 2421 95.33
5220 6566 78.18
5220 4833 117.88
5221 5423 81.58
5221 5422 77.38
5222 5223 79.36
5222 4283 189.94
5222 6224 192.79
5222 6223 97.51
5223 1752 88.57
5223 5222 79.36
5223 6387 200.29
5224 5225 43.65
5225 5224 43.65
5225 5242 126.05
5225 4795 135.30
5225 4387 126.57
5226 5564 88.31
5227 5299 53.64
5227 5229 11.71
5227 6935 76.30
5228 507 87.94
5228 1563 112.14
5229 5300 79.56
5229 5228 101.88
5229 5227 11.71
5230 4145 163.98
5231 4267 172.13
5231 5232 74.47
5231 3222 79.21
5232 5233 79.30
5232 5231 74.47
5232 4268 227.97
5232 3221 152.76
5233 5872 68.80
5233 3489 50.34
5233 5232 79.30
5234 8808 37.68
5234 6413 88.97
5234 6503 71.07
5234 5235 97.89
5235 1062 84.13
5235 6648 225.25
5235 5234 97.89
5235 6279 363.78
5236 4642 103.25
5236 6283 46.65
5236 5094 88.94
5237 4178 35.71
5237 326 48.61
5237 7298 197.25
5238 5239 36.79
5238 4178 90.98
5238 4201 118.49
5239 5238 36.79
5239 6670 36.24
5239 5862 208.30
5240 5528 45.46
5240 7617 98.57
5240 4660 237.25
5241 5242 39.79
5242 5241 39.79
5242 5225 126.05
5242 5243 140.25
5242 3877 137.57
5243 8919 53.28
5243 5242 140.25
5243 3878 94.89
5244 5345 209.86
5244 4466 98.87
5244 5497 67.14
5244 4210 130.82
5245 1644 67.05
5245 3013 56.75
5245 8406 69.41
5246 5247 84.53
5246 8403 156.34
5246 8402 242.72
5247 5246 84.53
5247 3126 146.43
5247 8403 132.06
5248 2401 81.50
5248 3626 92.44
5248 4194 170.46
5249 8718 80.22
5250 1475 66.87
5250 5249 88.84
5250 4803 185.08
5251 4739 54.06
5252 2255 52.00
5252 9064 101.50
5252 4117 52.65
5252 5894 116.39
5253 443 138.61
5253 4117 49.60
5253 5385 116.06
5253 8842 50.09
5254 8848 6.53
5254 8847 5.49
5254 7798 334.25
5255 2858 117.72
5255 7645 60.92
5255 5256 89.33
5256 8795 158.10
5256 5255 89.33
5257 5256 84.72
5257 5744 236.72
5257 5743 163.16
5258 2329 127.64
5258 4034 128.51
5259 5260 181.20
5259 5258 303.82
5259 4036 128.79
5259 2332 129.52
5260 6194 49.89
5260 6195 54.70
5261 4158 75.12
5261 5914 80.06
5261 4326 78.26
5262 3766 198.61
5262 1836 189.94
5262 4465 78.33
5262 4403 78.37
5263 5264 29.41
5263 4216 168.93
5263 6259 60.71
5264 5263 29.41
5264 4069 45.16
5264 2442 97.67
5265 106 57.54
5265 6087 195.07
5266 5637 75.07
5266 1157 37.83
5267 5266 75.38
5267 4622 39.51
5267 5638 83.64
5268 796 70.91
5268 5826 82.86
5269 5270 123.61
5270 5269 123.61
5270 1817 74.76
5270 4231 150.04
5271 5272 198.28
5271 2794 207.32
5271 8576 76.90
5272 6558 54.61
5272 398 88.55
5273 33 86.81
5273 7921 3.57
5273 4697 94.47
5274 8278 36.49
5274 2761 182.25
5274 4204 160.09
5275 5276 14.79
5275 747 132.17
5275 5921 48.24
5276 6368 34.83
5276 5275 14.79
5276 2698 154.32
5277 5922 31.32
5277 5278 54.09
5277 2698 251.49
5278 5277 54.09
5279 3826 198.12
5280 3067 147.87
5280 4868 283.98
5280 5281 83.30
5281 5280 83.30
5282 2021 133.15
5282 1963 135.53
5282 654 647.24
5283 4907 161.88
5283 3208 191.37
5283 1966 83.44
5284 5285 162.15
5284 4907 320.11
5284 2024 82.36
5284 1968 84.58
5285 5284 162.15
5285 5974 255.10
5285 1969 83.33
5285 2025 82.16
5286 7504 16.05
5287 4320 480.44
5287 2227 163.37
5287 2227 163.37
5288 2634 111.48
5288 4498 64.12
5288 605 43.37
5289 3380 103.05
5290 2527 10.05
5290 6147 120.83
5291 3063 143.38
5291 7343 437.35
5291 5446 124.80
5292 5708 48.07
5292 4713 47.57
5293 4433 56.33
5293 5989 83.45
5293 6693 197.59
5294 4433 126.90
5294 5443 72.25
5294 5295 39.16
5295 5444 65.75
5295 5719 26.13
5295 5294 39.16
5296 565 150.02
5296 5581 49.98
5297 4012 14.39
5297 517 112.51
5298 2335 105.64
5298 2217 227.04
5298 763 106.52
5298 522 142.95
5299 5227 53.64
5299 6934 79.02
5299 2335 57.69
5300 5229 79.56
5300 6513 74.47
5300 1563 105.61
5301 5717 81.77
5301 3351 99.85
5301 5718 77.17
5302 5648 113.11
5302 5303 185.12
5302 6862 43.37
5303 48 55.85
5303 495 9.13
5303 5649 96.28
5303 5302 185.12
5304 6027 39.24
5304 3906 293.86
5304 49 129.08
5305 8262 121.21
5305 856 47.25
5305 8261 139.29
5306 5307 48.46
5306 541 90.44
5307 5306 48.46
5308 7474 69.29
5309 5708 57.30
5309 6356 59.05
5309 5310 99.91
5309 4426 134.63
5310 4427 162.88
5310 5309 99.91
5310 3082 136.92
5311 4985 102.86
5311 3880 94.15
5311 3110 266.21
5312 4985 92.99
5312 2250 157.37
5313 717 126.84
5313 4843 81.31
5313 1469 119.07
5314 3800 106.00
5314 3461 80.23
5314 823 110.73
5315 3080 79.81
5315 6356 315.52
5315 5176 109.62
5316 6222 93.45
5316 4598 129.00
5316 754 37.90
5317 4598 119.11
5318 2628 55.47
5318 7500 115.91
5318 8967 94.48
5319 6564 222.27
5320 5321 97.41
5320 8728 143.67
5320 1205 83.72
5320 6332 33.86
5321 3116 155.75
5321 5320 97.41
5321 4161 196.68
5322 2117 69.43
5322 4982 116.47
5322 4383 123.62
5323 5324 84.93
5323 5786 125.23
5323 2994 185.40
5324 5325 31.78
5324 5326 80.61
5324 5323 84.93
5325 5324 31.78
5326 5324 80.61
5327 5442 46.39
5327 185 67.79
5327 6149 152.42
5328 3302 39.21
5328 132 36.52
5328 166 81.18
5329 7167 170.23
5329 7190 297.30
5329 8206 70.51
5329 8175 120.69
5330 3347 116.84
5331 2643 139.09
5331 6361 88.34
5331 6409 47.60
5332 8149 23.08
5332 7361 206.32
5332 8635 159.39
5333 1865 115.93
5333 2496 94.08
5333 4065 80.67
5333 5334 98.69
5334 4066 81.25
5334 5335 156.67
5334 5333 98.69
5334 8795 653.53
5335 4067 87.21
5335 2497 79.72
5335 5335 0.00
5335 5334 156.67
5336 3670 39.80
5336 3460 106.58
5336 3460 106.58
5336 4995 180.73
5337 3763 197.85
5337 1833 189.95
5337 6154 107.80
5337 4619 108.56
5338 5049 146.53
5338 4219 170.41
5338 6260 107.95
5338 4620 108.01
5339 5639 119.13
5339 1190 64.35
5339 3837 54.13
5339 5049 99.55
5340 5341 60.51
5341 5340 60.51
5341 8264 131.70
5341 6832 311.93
5341 5541 202.90
5342 6131 61.22
5342 6710 67.67
5342 5343 186.21
5343 5342 186.21
5344 6445 321.31
5344 7947 266.80
5344 1938 112.16
5345 5244 209.86
5346 5347 105.18
5346 998 213.88
5346 5370 91.64
5347 3513 96.21
5347 5348 325.43
5347 5346 105.18
5348 5347 325.43
5348 985 159.55
5348 5371 94.36
5349 3311 59.74
5350 5437 76.51
5350 5436 15.05
5350 4934 122.88
5351 3551 84.81
5351 5033 127.78
5351 8895 47.88
5352 2074 162.98
5352 3851 135.37
5352 8540 56.73
5353 4137 54.55
5353 4712 145.23
5353 8382 169.04
5354 5735 86.94
5354 4766 117.12
5354 4712 139.61
5355 3488 313.66
5356 4170 85.14
5356 5357 88.72
5356 3469 108.09
5356 8072 422.47
5357 4171 129.24
5357 4321 87.12
5357 5356 88.72
5357 4320 159.93
5358 4321 45.23
5358 4173 193.05
5358 323 84.23
5359 5360 95.51
5359 3265 158.21
5359 6020 167.43
5360 2870 95.14
5360 5359 95.51
5360 3266 136.35
5360 5908 167.51
5361 4436 140.62
5361 90 94.63
5361 3168 88.72
5362 5363 103.10
5362 1901 29.99
5362 5930 130.79
5363 5668 22.79
5363 1645 78.92
5364 5365 47.33
5364 762 105.39
5364 1699 304.70
5365 763 106.69
5365 5366 63.57
5365 5605 73.18
5365 5364 47.33
5366 2336 44.54
5366 5365 63.57
5366 5605 86.25
5367 3329 89.37
5367 759 132.28
5367 4012 89.07
5368 8466 115.28
5368 2915 187.21
5368 6403 60.66
5369 573 70.87
5369 5370 24.32
5369 3838 56.06
5370 2337 76.19
5370 5369 24.32
5370 5346 91.64
5371 5372 70.26
5371 2337 356.26
5371 5348 94.36
5372 5371 70.26
5373 675 61.81
5373 3028 95.72
5373 4296 97.66
5374 5887 33.04
5374 3970 265.18
5374 4740 58.27
5375 809 115.87
5375 3424 47.88
5375 4190 113.72
5375 5789 107.58
5376 2394 172.72
5376 5377 81.78
5376 2847 83.01
5377 2396 174.25
5377 4841 173.82
5377 5378 80.66
5377 5376 81.78
5378 7444 168.72
5378 4842 174.46
5378 4378 85.29
5378 5377 80.66
5379 5095 21.36
5379 4847 137.75
5379 3641 106.30
5380 3322 44.68
5380 6433 119.64
5380 3869 81.62
5380 6432 161.48
5381 4575 97.56
5381 5898 113.73
5382 3570 56.49
5382 2017 181.41
5383 4852 60.10
5383 6245 220.29
5384 5385 127.69
5384 5684 50.23
5384 4115 49.29
5384 2466 120.76
5385 5384 127.69
5385 5685 49.74
5385 5253 116.06
5385 4116 49.19
5386 5686 49.96
5386 443 134.95
5386 5387 145.69
5387 5435 51.11
5387 5434 100.41
5387 3387 108.07
5387 5386 145.69
5388 5687 46.34
5388 5389 204.06
5388 2176 109.57
5388 5892 97.99
5389 5598 100.90
5389 5390 39.55
5389 5388 204.06
5390 2262 96.44
5390 5389 39.55
5390 7458 117.46
5391 5554 80.38
5391 376 102.63
5391 5555 83.16
5392 5175 122.75
5392 5176 152.38
5392 1329 213.91
5393 3795 104.25
5393 4818 148.74
5394 7504 59.44
5394 3440 48.80
5394 3440 48.80
5395 3057 117.92
5395 1802 76.43
5395 7625 41.41
5396 820 221.71
5397 5398 152.50
5397 5401 24.08
5397 1161 80.10
5398 5397 152.50
5398 1162 74.23
5398 5399 132.85
5399 5398 132.85
5400 2276 59.77
5400 5401 188.18
5400 4514 84.08
5401 5397 24.08
5401 5599 50.91
5401 5400 188.18
5402 643 92.73
5402 1295 104.53
5402 770 51.85
5402 3518 92.38
5403 5404 185.34
5403 100 58.69
5403 768 92.83
5404 5403 185.34
5405 3337 124.06
5405 7709 169.66
5405 4058 37.48
5406 4242 52.21
5407 1538 169.08
5407 1961 111.16
5407 6958 167.08
5408 1461 77.69
5408 3633 36.63
5408 6605 30.12
5408 6604 32.30
5409 5931 113.70
5409 5930 103.94
5409 5410 102.37
5410 2513 100.85
5410 5409 102.37
5410 5669 104.24
5411 3854 136.07
5411 6015 105.16
5412 6324 103.20
5412 3854 168.81
5413 6498 137.08
5413 3201 190.75
5413 8761 103.83
5414 3884 119.21
5415 5575 132.59
5415 4964 87.07
5415 3884 110.20
5415 8115 167.89
5416 5576 70.20
5416 4557 90.97
5416 5820 227.82
5417 793 292.31
5417 3381 127.74
5417 513 96.91
5418 6579 42.66
5418 5419 104.02
5418 5899 40.51
5418 2121 104.10
5419 5554 41.12
5419 374 103.07
5419 5418 104.02
5419 5553 43.10
5420 5965 17.44
5420 581 131.04
5421 2995 76.47
5422 5221 77.38
5422 4212 145.93
5422 6444 151.78
5423 4068 64.02
5423 5221 81.58
5423 8995 98.54
5424 1912 37.08
5424 1913 48.02
5424 5870 104.28
5425 5211 133.81
5425 5426 92.38
5425 923 92.79
5425 2741 242.07
5426 2742 241.62
5426 2092 85.56
5426 5425 92.38
5426 6185 277.20
5427 4274 37.33
5427 5428 9.53
5427 2744 250.76
5428 5429 213.27
5428 5427 9.53
5428 48 40.74
5429 128 143.02
5429 49 103.70
5429 2105 291.96
5430 1420 128.41
5430 5665 57.88
5430 4782 82.09
5431 1420 145.21
5431 5666 59.41
5431 4783 84.08
5432 8980 93.75
5432 6189 79.11
5432 8554 97.72
5433 5086 55.04
5434 5387 100.41
5434 2832 104.12
5434 9057 118.30
5434 3386 120.91
5435 2268 49.79
5435 5387 51.11
5435 5686 139.01
5436 5350 15.05
5436 4919 94.30
5436 6220 70.95
5437 5350 76.51
5437 5438 158.99
5437 6296 46.20
5438 5437 158.99
5438 3003 115.11
5438 5027 101.69
5438 4148 94.88
5439 2835 104.23
5439 4644 94.76
5439 5440 109.06
5439 3003 109.71
5440 5439 109.06
5441 4885 103.55
5441 975 71.29
5441 1946 73.86
5442 2101 53.41
5442 185 69.70
5442 5327 46.39
5442 6150 19.63
5443 5294 72.25
5443 5444 39.37
5443 8209 130.05
5443 1736 162.07
5444 5295 65.75
5444 6697 232.55
5444 5443 39.37
5445 666 104.10
5445 2167 77.16
5445 6505 75.41
5446 3063 72.19
5446 5291 124.80
5446 3286 294.64
5447 5448 38.96
5447 883 45.50
5447 5839 58.50
5448 5447 38.96
5448 3889 39.12
5448 2613 200.13
5448 3798 149.12
5449 4589 91.23
5450 6282 54.60
5450 8057 138.16
5450 6503 122.84
5451 5901 41.21
5451 6828 106.47
5451 7936 133.82
5452 7470 143.90
5453 3583 105.11
5453 4855 125.12
5453 2931 121.01
5454 2931 62.72
5454 3586 107.24
5454 1453 181.30
5454 5455 70.84
5455 3587 106.07
5455 1454 34.90
5455 5454 70.84
5456 1454 134.03
5456 1729 101.09
5456 4863 474.77
5457 8944 86.56
5457 3770 183.71
5457 3756 202.66
5458 2564 218.72
5458 559 68.82
5458 8043 71.97
5459 5982 283.89
5459 186 76.01
5459 559 70.72
5459 2561 190.49
5460 5461 34.67
5461 6169 167.02
5461 2562 178.74
5461 5460 34.67
5461 1663 80.19
5462 2988 43.80
5462 2563 218.92
5462 5984 146.81
5463 2595 137.61
5464 6490 174.24
5464 6421 47.67
5464 890 57.37
5464 1053 97.03
5465 6422 48.08
5465 890 55.14
5466 4480 109.05
5466 8235 124.52
5466 4482 71.68
5467 4504 107.72
5467 4482 98.70
5467 568 145.27
5468 4505 146.50
5468 977 172.54
5468 4504 86.54
5469 4302 83.97
5469 1203 196.89
5469 5199 229.34
5470 864 33.80
5470 3794 260.74
5470 3141 58.18
5471 4288 44.42
5471 4042 52.79
5471 5472 108.36
5472 5473 100.78
5472 5471 108.36
5472 4799 83.93
5473 5474 26.65
5473 5716 189.54
5473 5472 100.78
5474 5473 26.65
5474 6141 187.47
5475 7830 121.63
5475 3624 69.69
5475 6627 135.81
